,ENGLISHNAME,CHINESENAME,CLASS,TYPE,EASTING,NORTHING,E_ADDRESS,C_ADDRESS,Sources
7612,TUNG WAH GROUP OF HOSPITALS FONG SHU FOOK TONG KINDERGARTEN,東華三院方樹福堂幼稚園,SCH,KDG,843693,813562,G/F BLOCK A (SUI HEI HOUSE) SIU SAI WAN ESTATE PHASE I CHAI WAN HONG KONG,香港柴灣小西灣邨第一期Ａ座（瑞喜樓）地下,GeoCom
7613,DIAMOND HILL BAPTIST CHURCH BRIGHT BLOSSOMS KINDERGARTEN,鑽石山浸信會美欣幼稚園,SCH,KDG,839586,821474,"104-105 & 109-116, G/F., WONG SHEK HOUSE, PING SHEK ESTATE, KOWLOON",九龍坪石邨黃石樓地下１０４一１０５及１０９一１１６室,GeoCom
7614,YUEN LONG CHURCH (CHURCH OF CHRIST IN CHINA) LONG PING ESTATE CHAN KWONG KINDERGARTEN,中華基督教會元朗堂朗屏邨真光幼稚園,SCH,KDG,820403,834405,G/F HAY PING HOUSE LONG PING ESTATE YUEN LONG NEW TERRITORIES,新界元朗朗屏邨喜屏樓地下,GeoCom
7615,SKH LI FOOK HING SECONDARY SCHOOL,聖公會李福慶中學,SCH,SES,842831,814236,TSUI WAN ESTATE TSUI WAN STREET CHAI WAN HONG KONG,香港柴灣翠灣街翠灣邨,GeoCom
7616,CREATIVE SECONDARY SCHOOL,啓思中學,SCH,SES,845621,818734,"3 PUNG LOI ROAD, TSEUNG KWAN O, NEW TERRITORIES",新界將軍澳蓬萊路３號,GeoCom
7617,QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION TONG KWOK WAH SECONDARY SCHOOL,伊利沙伯中學舊生會湯國華中學,SCH,SES,818704,835914,57 TIN WAH ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天華路57號,GeoCom
7618,FUKIEN SECONDARY SCHOOL,福建中學,SCH,SES,840851,820369,SECONDARY SCHOOL CHUN WAH ROAD KWUN TONG KOWLOON,九龍觀塘振華道中學校舍,GeoCom
7619,PO LEUNG KUK MRS. VICWOOD K.T. CHONG KINDERGARTEN,保良局莊啓程夫人幼稚園,SCH,KDG,832638,838169,G/F YIU MING HOUSE WAH MING ESTATE FANLING NEW TERRITORIES,新界粉嶺華明邨耀明樓地下,GeoCom
7620,SHEUNG SHUI WAI CHOW KINDERGARTEN (BRANCH),上水惠州幼稚園(分校),SCH,KDG,831621,840488,G/F TIN CHEUNG HOUSE TIN PING ESTATE SHEUNG SHUI NEW TERRITORIES,新界上水天平邨天祥樓地下,GeoCom
7621,ESF INTERNATIONAL KINDERGARTEN (HILLSIDE),英基國際幼稚園（曉新）,SCH,KDG,836588,814127,43B STUBBS ROAD HONG KONG (EXCLUDING 3/F),香港司徒拔道４３Ｂ號（三樓除外）,GeoCom
7622,SAN WUI COMMERCIAL SOCIETY SECONDARY SCHOOL,新會商會中學,SCH,SES,814229,829855,ESTATE SECONDARY SCHOOL LEUNG KING ESTATE AREA 1 TUEN MUN NEW TERRITORIES,新界屯門一區良景邨屋邨中學校舍,GeoCom
7623,KOWLOON CITY BAPTIST CHURCH KINDERGARTEN,九龍城浸信會幼稚園,SCH,KDG,837187,820628,"206 ARGYLE STREET, 2 & 3/F., KOWLOON",九龍亞皆老街２０６號三及四樓,GeoCom
7624,S K H ST CHRISTOPHER'S NURSERY (KWAI CHUNG),聖公會聖基道幼兒園（葵涌）,SCH,KDG,831265,825342,UNIT NO 1 PODIUM LEVEL 3 KWAI CHUNG SHOPPING CENTRE KWAI CHUNG ESTATE NEW TERRITORIES,新界葵涌邨葵涌商場３樓平台１號單位,GeoCom
7625,CANNAN KINDERGARTEN (HONG KONG),迦南幼稚園﹝香港﹞,SCH,KDG,833832,812196,SHOP 7B 1/F ABERDEEN CENTRE 13-23 NAM NING STREET ABERDEEN HONG KONG,香港香港仔南寧街１３－２３號香港仔中心１樓７Ｂ舖,GeoCom
7626,CARITAS LING YUET SIN KINDERGARTEN,明愛凌月仙幼稚園,SCH,KDG,832435,816238,G/F-2/F 54 POKFULAM ROAD HONG KONG,香港薄扶林道５４號地下至２樓,GeoCom
7627,TSUNG TSIN MISSION OF HONG KONG ON KEUNG NURSERY SCHOOL,基督教香港崇真會安強幼兒學校,SCH,KDG,838819,822646,5/F FUNG TAK ESTATE COMMUNITY CENTRE FUNG TAK ESTATE DIAMOND HILL KOWLOON,九龍鑽石山鳳德邨鳳德社區中心５樓,GeoCom
7628,TEIKYO HONG KONG KINDERGARTEN,帝京香港幼稚園,SCH,KDG,837431,814193,81 SING WOO ROAD HAPPY VALLEY HONG KONG,香港跑馬地成和道８１號,GeoCom
7629,S.K.H. KEI HIN PRIMARY SCHOOL,聖公會基顯小學,SCH,PRS,840435,819892,ON SHIN ROAD UPPER NGAU TAU KOK ESTATE KOWLOON,九龍牛頭角上邨安善道,GeoCom
7630,KOWLOON TONG BISHOP WALSH CATHOLIC SCHOOL,九龍塘天主教華德學校,SCH,PRS,837233,821716,39 INVERNESS ROAD KOWLOON,九龍延文禮士道３９號,GeoCom
7631,LAI CHACK MIDDLE SCHOOL,麗澤中學,SCH,SES,835385,818062,180 CANTON ROAD KOWLOON,九龍廣東道180號,GeoCom
7632,TWGHS TIN KA PING NURSERY SCHOOL,東華三院田家炳幼兒園,SCH,KDG,814248,826254,2/F TIP LING HOUSE BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES,新界屯門蝴蝶邨蝶翎樓２樓,GeoCom
7633,TRUTH BAPTIST CHURCH GLORY NURSERY,真理浸信會榮光幼兒園,SCH,KDG,838222,826759,2/F OF THE PODIUM OF GREENFIELD COURT NOS 9-11 SHATIN WAI ROAD SHATIN NEW TERRITORIES,新界沙田圍路９－１１號田園閣２樓平台,GeoCom
7634,NEW KOWLOON WOMEN ASSOCIATION SHA KOK NURSERY,新九龍婦女會沙角幼兒園,SCH,KDG,838148,826617,28-40 G/F BEAN GOOSE HOUSE SHA KOK ESTATE SHA TIN NEW TERRITORIES,新界沙田沙角邨美雁樓２８－４０號地下,GeoCom
7635,TIVOLI KINDERGARTEN (BRANCH),宏福幼稚園（分校）,SCH,KDG,828862,823816,NO.14J & PORTION OF NO.14I 1/F TSING YI SQUARE TSING YI GARDEN TSING YI N.T.,新界青衣青怡花園青怡廣場一樓１４Ｉ號（部份）及１４Ｊ,GeoCom
7636,SISTERS OF THE IMMACULATE HEART OF MARY GOSPEL SAU MAU PING KINDERGARTEN,聖母潔心會福音秀茂坪幼稚園,SCH,KDG,842098,819897,G/F WING B & C SAU YUE HOUSE SAU MAU PING ESTATE KOWLOON,九龍秀茂坪邨秀裕樓地下Ｂ及Ｃ翼,GeoCom
7637,ST. MATTHEW'S CHURCH KINDERGARTEN,聖馬太堂幼稚園,SCH,KDG,833220,816320,232-234 HOLLYWOOD ROAD AND G/F 1/F & 4/F 29-31 NEW STREET HONG KONG,香港荷李活道２３２－２３４號及新街２９－３１號地下、１樓及４樓,GeoCom
7638,HONG KONG SHENG KUNG HUI ST NICHOLAS' NURSERY SCHOOL,香港聖公會聖尼哥拉幼兒學校,SCH,KDG,830946,825406,6/F TAI WO HAU ESTATE COMMUNITY CENTRE TSUEN WAN NEW TERRITORIES,新界荃灣大窩口社區中心６樓,GeoCom
7639,ANNUNCIATION CATHOLIC KINDERGARTEN,天主教領報幼稚園,SCH,KDG,828924,826433,11 ON YIN STREET CHAI WAN KOK TSUEN WAN NEW TERRITORIES,新界荃灣柴灣角安賢街十一號,GeoCom
7640,CANADIAN INTERNATIONAL SCHOOL,加拿大國際學校,SCH,KDG,835238,811530,36 NAM LONG SHAN ROAD (AND CANADIAN INTERNATIONAL SCHOOL PHASE II) ABERDEEN HONG KONG,香港香港仔南朗山道３６號及加拿大國際學校第二期,GeoCom
7641,ALICE LAN & VERA SHEN EDUCATION FUND GORDON PEI KINDERGARTEN,藍如溪盛成皿教育基金邊耀良幼稚園,SCH,KDG,830182,825474,G/F BLOCK 3 BO SHEK MANSION 328 SHA TSUI ROAD TSUEN WAN NEW TERRITORIES,新界荃灣沙咀道３２８號寶石大廈３座地下,GeoCom
7642,DISCOVERY BAY INTERNATIONAL SCHOOL,DISCOVERY BAY INTERNATIONAL SCHOOL,SCH,PRS,819333,818045,DISCOVERY BAY LANTAU ISLAND NEW TERRITORIES,新界大嶼山愉景灣,GeoCom
7643,NEW KOWLOON WOMEN ASSOCIATION LOK WAH NURSERY,新九龍婦女會樂華幼兒園,SCH,KDG,840989,820147,5/F LOK WAH ESTATE COMMUNITY CENTRE CHUN WAH ROAD NGAU TAU KOK KOWLOON,九龍牛頭角振華道樂華社區中心６樓,GeoCom
7644,HONG KONG CHINESE WOMEN'S CLUB COLLEGE,香港中國婦女會中學,SCH,SES,840672,816043,2B TAI CHEONG STREET SAI WAN HO HONG KONG,香港西灣河太祥街2號B,GeoCom
7645,ELCHK GRACE NURSERY SCHOOL,基督教香港信義會天恩幼兒學校,SCH,KDG,831490,824988,G/F FUNG YAT SOCIAL SERVICE COMPLEX 364 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,新界葵涌葵盛圍３６４號馮鎰社會服務大樓地下,GeoCom
7646,HONG KONG LUTHERAN CHURCH KWUN TONG KINDERGARTEN,香港路德會觀塘幼稚園,SCH,KDG,840878,819513,"G/F. - 1/F., 2 HORSE SHOE LANE, KWUN TONG, KOWLOON (EXCLUDING CLASSROOM 13 AND CORNER OFFICE NEXT TO THE STAIRCASE ON 1/F.)",九龍觀塘馬蹄徑２號地下至一樓（不包括１３號課室及一樓樓梯旁辦公室）,GeoCom
7647,WAYFOONG NURSERY SCHOOL,滙豐幼兒學校,SCH,KDG,834624,820011,UG/F TOWER 3 HSBC CENTRE 1 SHAM MONG ROAD TAI KOK TSUI KOWLOON,九龍大角咀深旺道１號３座高層地下,GeoCom
7648,THE HONG KONG ENG CLANSMAN ASSOCIATION WU SI CHONG MEMORIAL SCHOOL,僑港伍氏宗親會伍時暢紀念學校,SCH,PRS,815001,829700,ESTATE PRIMARY SCHOOL KIN SANG ESTATE TUEN MUN AREA 2A NEW TERRITORIES,新界屯門建生邨屋邨小學校舍,GeoCom
7649,HKSYC&IA CHAN NAM CHONG MEMORIAL SCHOOL (PRIMARY SECTION),香港四邑商工總會陳南昌紀念學校(小學部),SCH,SEC,831044,824556,22 WING FONG ROAD KWAI CHUNG NEW TERRITORIES,新界葵涌榮芳路二十二號,GeoCom
7650,CHRISTIAN EVANGELICAL CENTRE LOK FU KINDERGARTEN,基督教佈道中心樂富幼稚園,SCH,KDG,837315,821887,G/F LOK HIM HOUSE LOK FU ESTATE PHASE 5 LOK FU KOWLOON,九龍樂富邨第五期樂謙樓地下,GeoCom
7651,A-ONE KINDERGARTEN,第一幼稚園,SCH,KDG,839226,821946,"KAM HON HOUSE, GR FLOOR, CHOI HUNG ESTATE, KOWLOON",九龍彩虹邨金漢樓地下,GeoCom
7652,MARITIME SQUARE LUTHERAN DAY NURSERY,路德會青衣城幼兒園,SCH,KDG,829075,824457,PORTION OF G/F MARITIME SQUARE 33 TSING KING ROAD TSING YI NEW TERRITORIES,新界青衣青敬路３３號青衣城地下部份,GeoCom
7653,S.K.H. HOLY TRINITY CHURCH TSANG SHIU TIM KINDERGARTEN,聖公會聖三一堂曾肇添幼稚園,SCH,KDG,837492,820736,G-2/F 135 MA TAU CHUNG ROAD KOWLOON,九龍馬頭涌道１３５號地下至二樓,GeoCom
7654,HONG KONG AND MACAU LUTHERAN CHURCH SHEK ON MEMORIAL KINDERGARTEN,港澳信義會錫安紀念幼稚園,SCH,KDG,838444,822369,2-3/F SHEK ON BUILDING 11 PO KONG VILLAGE ROAD WONG TAI SIN KOWLOON,九龍黃大仙蒲崗村道１１號鍚安樓２及３樓,GeoCom
7655,TUNG WAH GROUP OF HOSPITALS WONG SEE SUM KINDERGARTEN,東華三院黃士心幼稚園,SCH,KDG,841841,819260,"G/F., WING A & B, TSUI LOK HOUSE, TSUI PING ESTATE, KWUN TONG, KOWLOON.",九龍觀塘翠屏邨翠樂樓Ａ及Ｂ翼地下,GeoCom
7656,LAM TIN METHODIST PRIMARY SCHOOL,藍田循道衛理小學,SCH,PRS,842462,818685,ON TIN STREET PING TIN ESTATE LAM TIN KWUN TONG KOWLOON,九龍觀塘藍田平田邨安田街,GeoCom
7657,PEACE EVANGELICAL CENTRE KINDERGARTEN,平安福音堂幼稚園,SCH,KDG,837326,826876,WAI WAH CENTRE 3/F KINDERGARTEN A 11-17 SHATIN CENTRE STREET SHATIN NEW TERRITORIES,新界沙田沙田正街１１－１７號偉華中心３樓Ａ幼稚園,GeoCom
7658,LEARNING HABITAT KINDERGARTEN (HAMPTON LOFT),學之園幼稚園（凱帆薈）,SCH,KDG,834043,820189,SHOP 2 5/F HAMPTON LOFT 11 HOI FAN ROAD TAI KOK TSUI KOWLOON (INCLUDING CHILD CARE CENTRE),九龍大角咀海帆道１１號凱帆薈５樓２號舖（包括幼兒中心）,GeoCom
7659,CARITAS LIONS CLUB OF HONG KONG (PACIFIC) NURSERY SCHOOL,明愛香港太平洋獅子會幼兒學校,SCH,KDG,843610,814039,G/F CARPORT BLOCK HARMONY GARDEN 9 SIU SAI WAN ROAD CHAI WAN HONG KONG,香港柴灣小西灣道９號富欣花園停車場地下,GeoCom
7660,DEBORAH ENGLISH KINDERGARTEN (TSEUNG KWAN O),德寶英文幼稚園（將軍澳）,SCH,KDG,845016,818546,"KINDERGARTEN BLOCK, BAUHINIA GARDEN, 11 TONG CHUN STREET, TSEUNG KWAN O, NEW TERRITORIES (EXCLUDING AREA USED EXCLUSIVELY BY CHILD CARE CENTRE)",新界將軍澳唐俊街１１號寶盈花園幼稚園大樓（幼兒中心專用部份除外）,GeoCom
7661,JONATHAN INNOVATIVE ENGLISH KINDERGARTEN,永樂創新英文幼稚園,SCH,KDG,838667,822505,SHOP OT/KG01 LUNG POON COURT COMMERCIAL CENTRE DIAMOND HILL KOWLOON,九龍鑽石山龍蟠苑商場第ＯＴ／ＫＧ０１號舖,GeoCom
7662,TIN KING ESTATE BAPTIST LUI KWOK PAT FONG KINDERGARTEN,田景邨浸信會呂郭碧鳳幼稚園,SCH,KDG,814620,829772,G/F UNITS 1-10 SIU PONG COURT TUEN MUN NEW TERRITORIES,新界屯門兆邦苑地下單位１－１０號,GeoCom
7663,LING LIANG CHURCH SAU TAK PRIMARY SCHOOL,靈糧堂秀德小學,SCH,PRS,812409,816838,35 MAN TUNG ROAD TUNG CHUNG LANTAU ISLAND NEW TERRITORIES (INCLUDING 2 CARGO CONTAINERS FOR STORAGE OF FURNITURE & EQUIPMENT IN THE PARKING AREA),新界大嶼山東涌文東路３５號（包括停車場內的２個貨櫃）,GeoCom
7664,PUI KIU MIDDLE SCHOOL,培僑中學,SCH,SES,839130,816558,190 TIN HAU TEMPLE ROAD NORTH POINT HONG KONG,香港北角天后廟道190號,GeoCom
7665,KOWLOON TONG GOVERNMENT PRIMARY SCHOOL,九龍塘官立小學,SCH,PRS,836433,821869,"6 TIM FUK ROAD, KOWLOON TONG, KOWLOON",九龍塘添福路六號,GeoCom
7666,THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG YUEN LONG LUTHERAN SECONDARY SCHOOL,基督教香港信義會元朗信義中學,SCH,SES,818468,834717,TIN YIU ESTATE TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天耀邨,GeoCom
7667,S.K.H. CHU OI PRIMARY SCHOOL (LEI MUK SHUE),聖公會主愛小學（梨木樹）,SCH,PRS,831851,826684,LEI MUK SHUE ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣梨木樹邨,GeoCom
7668,EVANGELIZE CHINA FELLOWSHIP HOLY WORD SCHOOL (PRIMARY SECTION),基督教中國佈道會聖道學校(小學部),SCH,SEC,842629,817810,60 LEI YUE MUN ROAD YAU TONG KOWLOON,九龍油塘鯉魚門道60號,GeoCom
7669,S.K.H. YAN LAAP MEMORIAL PRIMARY SCHOOL,聖公會仁立紀念小學,SCH,PRS,831251,825650,13 SHEUNG KOK STREET KWAI CHUNG NEW TERRITORIES,新界葵涌上角街十三號,GeoCom
7670,KOWLOON CITY BAPTIST CHURCH TSZ OI KINDERGARTEN,九龍城浸信會慈愛幼稚園,SCH,KDG,838660,823572,LG/F CHING TAK HOUSE TSZ CHING ESTATE TSZ WAN SHAN KOWLOON,九龍慈雲山慈正邨正德樓地庫,GeoCom
7671,TUEN MUN CATHOLIC SECONDARY SCHOOL,屯門天主教中學,SCH,SES,815094,829692,KIN SANG ESTATE TUEN MUN NEW TERRITORIES,新界屯門建生邨,GeoCom
7672,IU SHAN SCHOOL,耀山學校,SCH,PRS,837283,821226,24 GRAMPIAN ROAD KOWLOON,九龍嘉林邊道24號,GeoCom
7673,S.K.H. TIN SHUI WAI LING OI PRIMARY SCHOOL,聖公會天水圍靈愛小學,SCH,PRS,818174,836496,82 TIN SHUI ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天瑞路８２號,GeoCom
7674,KWUN TONG BAPTIST CHURCH CHOI MING KINDERGARTEN,觀塘浸信會彩明幼稚園,SCH,KDG,844199,818672,G/F CHOI YIU HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES,新界將軍澳彩明苑彩耀閣地下,GeoCom
7675,QUEEN ELIZABETH SCHOOL OLD STUDENTS' ASSOCIATION BRANCH PRIMARY SCHOOL,伊利沙伯中學舊生會小學分校,SCH,PRS,818340,834231,AREA 3 PHASE 4 TIN SHUI WAI YUEN LONG NT,新界元朗天水圍三區第四期,GeoCom
7676,HONG KONG BAPTIST UNIVERSITY AFFILIATED SCHOOL WONG KAM FAI SECONDARY AND PRIMARY SCHOOL,香港浸會大學附屬學校王錦輝中小學,SCH,SES,839675,827635,"6 ON MUK LANE, SHEK MUN, SHATIN, NEW TERRITORIES",新界沙田石門安睦里６號,GeoCom
7677,YAN CHAI HOSPITAL LIM POR YEN SECONDARY SCHOOL,仁濟醫院林百欣中學,SCH,SES,828901,826713,"STANDARD SECONDARY SCHOOL, NOS 145-165 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",新界荃灣荃景圍145-165號標準中學校舍,GeoCom
7678,TAI TUNG SUN CHUEN ST TERESA KINDERGARTEN,大同新邨聖德肋撒幼稚園,SCH,KDG,834594,820345,54 TAI TSUN STREET COSMOPOLITAN ESTATES TAI WING BUILDING 1/F UNIT C2 & 60 TAI TSUN STREET G/F EAST TAI KOK TSUI KOWLOON (EXCLUDING CLASSROOM 9),九龍大角咀大全街５４號大同新邨大榮樓二樓Ｃ２室及大全街６０號地下東部（課室９除外）,GeoCom
7679,TELFORD GARDENS KINDERGARTEN,德福幼稚園,SCH,KDG,839914,820600,"N.K.I.L. 5744, TELFORD GARDENS, NORTH WING OF LEVEL 2 & 4, KOWLOON BAY, KOWLOON (EXCLUDING ROOM K3)",九龍觀塘九龍灣德福花園,GeoCom
7680,THE CHURCH OF CHRIST IN CHINA HEEP WOH KINDERGARTEN,中華基督教會協和幼稚園,SCH,KDG,835312,821008,"231 SAI YEUNG CHOI STREET, KOWLOON",九龍西洋菜街２３１號,GeoCom
7681,THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG KWAI SHING LUTHERAN PRIMARY SCHOOL,基督教香港信義會葵盛信義學校,SCH,PRS,831071,824846,"ESTATE SCHOOL NO. 6, KWAI SHING ESTATE, KWAI CHUNG, NEW TERRITORIES",新界葵涌葵盛邨屋邨學校第六座校舍,GeoCom
7682,THE ENDEAVOURERS CHAN CHENG KIT WAN KINDERGARTEN,勵志會陳鄭潔雲幼稚園,SCH,KDG,842842,814395,G/F TSUI SHOU HOUSE TSUI WAN ESTATE CHAI WAN HONG KONG,香港柴灣翠灣邨翠壽樓地下,GeoCom
7683,S.K.H. LAM WOO MEMORIAL SECONDARY SCHOOL,聖公會林護紀念中學,SCH,SES,831484,825106,397 KWAI SHING CIRCUIT KWAI CHUNG NEW TERRITORIES,新界葵涌葵盛圍397號,GeoCom
7684,WAI PENG KINDERGARTEN SCHOOL,惠平幼稚園,SCH,KDG,822128,816244,G/F EAST PORTION 8C CHI YAN LANE PENG CHAU NT,新界坪洲志仁里８號Ｃ,GeoCom
7685,TSEUNG KWAN O METHODIST KINDERGARTEN,將軍澳循道衛理幼稚園,SCH,KDG,844950,819206,4/F PODIUM WINGS A B & C SHEUNG LAI HOUSE (BLOCK 6) SHEUNG TAK ESTATE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳尚德邨尚禮樓（第六座）四樓平台ＡＢ及Ｃ翼,GeoCom
7686,BAPTIST CHURCH SHINING GRACE KINDERGARTEN,浸信會華恩幼稚園,SCH,KDG,817690,835754,KINDERGARTEN NO 2 3/F ANCILLARY FACILITIES BLOCK TIN WAH ESTATE TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天華邨服務設施大樓三樓二號幼稚園,GeoCom
7687,LIONS CLUBS INTERNATIONAL HO TAK SUM PRIMARY SCHOOL,獅子會何德心小學,SCH,PRS,818181,834191,AREA 3 (PS2) PHASE 4 TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍三區第四期（第二小學）,GeoCom
7688,WISDOM KINDERGARTEN,慧中幼稚園,SCH,KDG,829772,824765,2/F PODIUM D OF TOWERS 15-16 RIVIERA GARDENS TSUEN WAN NEW TERRITORIES,新界荃灣海濱花園１５及１６座Ｄ平台２樓,GeoCom
7689,CANNAN KINDERGARTEN (RIVIERA GARDEN),迦南幼稚園(海濱花園),SCH,KDG,829655,824797,PODIUM B RIVIERA GARDEN 2 - 12 YI HONG STREET TSUEN WAN NEW TERRITORIES (INCLUDING CHILD CARE CENTRE),新界荃灣怡康街２－１２號海濱花園平台Ｂ（包括幼兒中心）,GeoCom
7690,GIGAMIND ENGLISH PRIMARY SCHOOL,激活英文小學,SCH,PRS,818605,835685,KINDERGARTEN A MAYWOOD COURT KINGSWOOD VILLAS 9 TIN LUNG ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天龍路九號嘉湖山莊美湖居幼稚園Ａ座,GeoCom
7691,DELIA MEMORIAL SCHOOL (GLEE PATH),地利亞修女紀念學校（吉利徑）,SCH,SES,832368,821978,T15 G-4/F 1-3 GLEE PATH MEI FOO SUN CHUEN KOWLOON,九龍美孚新邨吉利徑１－３號,GeoCom
7692,SHATIN PUBLIC SCHOOL (PRIMARY SECTION),沙田公立學校(小學部),SCH,SEC,836259,826217,15 CHIK FAI STREET TAI WAI SHATIN NEW TERRITORIES,新界沙田大圍積輝街15號,GeoCom
7693,THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL (ALDRICH BAY),中華基督教會基灣小學（愛蝶灣）,SCH,PRS,841331,815821,39 OI SHUN ROAD SHAUKEIWAN HONG KONG,香港筲箕灣愛信道３９號,GeoCom
7694,ST. MONICA'S ANGLO-CHINESE KINDERGARTEN,聖文嘉中英文幼稚園,SCH,KDG,834177,811422,NO. 317-324 & 417-424 G/F & 1/F TUNG SING HOUSE LEI TUNG ESTATE PHASE II APLEICHAU HONG KONG,香港鴨脷洲利東邨第２期東昇樓地下及１樓３１７至３２４及４１７至４２４號,GeoCom
7695,HONG CHI LIONS MORNINGHILL SCHOOL (PRIMARY SECTION),匡智獅子會晨崗學校(小學部),SCH,SEC,837730,813644,159 BLUE POOL ROAD HONG KONG,香港跑馬地藍塘道159號,GeoCom
7696,SHUN TAK FRATERNAL ASSOCIATION LEUNG KIT WAH PRIMARY SCHOOL,順德聯誼總會梁潔華小學,SCH,PRS,844453,820495,"AREA 19, TSEUNG KWAN O, NEW TERRITORIES",新界將軍澳第十九區,GeoCom
7697,KING LING COLLEGE,景嶺書院,SCH,SES,844152,819901,1 LAM SHING ROAD TSEUNG KWAN O NEW TERRITORIES,新界將軍澳林盛路1號,GeoCom
7698,BUDDHIST MR. & MRS. CHAN CHART MAN KINDERGARTEN,佛教陳策文伉儷幼稚園,SCH,KDG,839022,821197,KINDERGARTEN TAK LONG ESTATE NO.28 SHING KAI ROAD KOWLOON,九龍承啟道２８號德朗邨幼稚園,GeoCom
7699,FANLING BAPTIST CHURCH LUI MING CHOI KINDERGARTEN,粉嶺浸信會呂明才幼稚園,SCH,KDG,832596,839583,3 SHA TAU KOK ROAD FANLING NEW TERRITORIES (EXCEPT ROOM 101 AND COVERED PLAYGROUND),新界粉嶺沙頭角道３號（１０１課室及有蓋操場除外）,GeoCom
7700,DELIA ENGLISH PRIMARY SCHOOL & KINDERGARTEN,地利亞英文小學暨幼稚園,SCH,KDG,832557,821793,1/F 2/F & PORTIONS OF G/F & 3/F OF TOWER T46 84-86 BROADWAY MEI FOO SUN CHUEN KOWLOON,九龍美孚新邨百老匯街８４至８６號,GeoCom
7701,THE CHURCH OF CHRIST IN CHINA KEI TO SECONDARY SCHOOL,中華基督教會基道中學,SCH,SES,837661,819403,28 SUNG ON STREET TOKWAWAN KOWLOON,九龍土瓜灣崇安街28號,GeoCom
7702,MA ON SHAN LING LIANG PRIMARY SCHOOL,馬鞍山靈糧小學,SCH,PRS,842848,831705,LEE ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山利安邨,GeoCom
7703,HONG KONG SHENG KUNG HUI LADY MACLEHOSE CENTRE KINDERGARTEN,香港聖公會麥理浩夫人中心幼稚園,SCH,KDG,832109,825111,3/F 22 WO YI HOP ROAD KWAI CHUNG NEW TERRITORIES,新界葵涌和宜合道２２號３樓,GeoCom
7704,ZENITH KINDERGARTEN (YUEN LONG),英藝幼稚園(元朗),SCH,KDG,821168,834047,PORTION OF 1/F & 2/F MAN YU BUILDING 2-14 TAI FUNG STREET YUEN LONG NEW TERRITORIES,新界元朗泰豐街２－１４號文裕大厦１樓部份及２樓,GeoCom
7705,HONG KONG AND MACAU LUTHERAN CHURCH TSUI EN KINDERGARTEN,港澳信義會翠恩幼稚園,SCH,KDG,841917,819238,G/F WING A & B TSUI HON HOUSE TSUI PING (SOUTH) ESTATE KWUN TONG KOWLOON,九龍觀塘翠坪南邨翠杭樓Ａ及Ｂ翼地下,GeoCom
7706,ST. MARK'S CHURCH BRADBURY KINDERGARTEN,聖馬可堂白普理幼稚園,SCH,KDG,836681,820092,G/F & 2-4/F 9 SHEK KU STREET HOMANTIN KOWLOON,九龍何文田石鼓街９號地下，２至４樓,GeoCom
7707,HO YU COLLEGE AND PRIMARY SCHOOL (SPONSORED BY SIK SIK YUEN),嗇色園主辦可譽中學暨可譽小學,SCH,PRS,812925,817187,4-6 KIN TUNG ROAD TUNG CHUNG NEW TERRITORIES,新界東涌健東路４–６號,GeoCom
7708,RENAISSANCE COLLEGE,啓新書院,SCH,SES,841237,830978,"NO.5 HANG MING STREET, MA ON SHAN, SHATIN, NEW TERRITORIES",新界沙田馬鞍山恆明街5號,GeoCom
7709,CARMEL ALISON LAM PRIMARY SCHOOL,迦密愛禮信小學,SCH,PRS,835994,825234,HIN KENG ESTATE SHATIN NEW TERRITORIES,新界沙田顯徑邨,GeoCom
7710,"CHINESE CHRISTIAN WORKER'S FELLOWSHIP LIMITED, KING SHING KINDERGARTEN",神召會華人同工聯會景盛幼稚園,SCH,KDG,832710,838521,"G/F., FOON KING HOUSE, KING SHING COURT, FANLING, NEW TERRITORIES",新界粉嶺景盛苑歡景閣地下,GeoCom
7711,SUN ISLAND KINDERGARTEN (METRO HARBOUR BRANCH),太陽島幼稚園（港灣豪庭分校）,SCH,KDG,834589,820609,KINDERGARTEN AREA ON G/F METRO HARBOUR PLAZA TAI KOK TSUI KOWLOON (KIL 11127),九龍大角咀港灣豪庭廣場地下幼稚園範圍（九龍內地段１１１２７）,GeoCom
